order_id,order_date,customer_id,region,product,category,unit_price,unit_cost,quantity,discount,shipping_cost
O01445,2025-09-04,C0980,South,Headphones,Electronics,2500,1350,1,0.0,40
O01446,2025-11-07,C1046,North,Laptop,Electronics,50000,41000,4,0.1,40
O01447,2025-02-24,C0177,West,Backpack,Accessories,1800,850,4,0.0,40
O01448,2025-06-07,C0324,North,Backpack,Accessories,1800,850,4,0.0,70
O01449,2025-09-21,C0811,North,Notebook,Stationery,150,65,2,0.3,70
O01450,2025-10-27,C1060,North,Laptop,Electronics,50000,41000,4,0.3,70
O01451,2025-10-12,C0073,South,Keyboard,Electronics,1800,1000,2,0.2,150
O01452,2025-10-19,C0974,West,Laptop,Electronics,50000,41000,1,0.0,40
O01453,2025-11-09,C0801,West,Laptop,Electronics,50000,41000,4,0.1,150
O01454,2025-12-18,C0087,North,Headphones,Electronics,2500,1350,2,0.0,40
O01455,2025-08-10,C0627,South,Desk,Furniture,9000,6300,3,0.1,100
O01456,2025-04-01,C0688,West,Laptop,Electronics,50000,41000,3,0.2,150
O01457,2025-07-25,C0359,South,Backpack,Accessories,1800,850,1,0.05,150
O01458,2025-09-17,C1880,North,Office Chair,Furniture,6500,4300,4,0.3,100
O01459,2025-02-06,C0181,South,Keyboard,Electronics,1800,1000,1,0.1,40
O01460,2025-10-04,C1445,East,Desk,Furniture,9000,6300,4,0.05,70
O01461,2025-07-18,C1664,West,Pen Set,Stationery,250,110,2,0.0,70
O01462,2025-12-08,C2016,East,Keyboard,Electronics,1800,1000,2,0.2,150
O01463,2025-03-19,C1364,North,Laptop,Electronics,50000,41000,2,0.05,70
O01464,2025-11-28,C1357,East,Laptop,Electronics,50000,41000,3,0.0,150
O01465,2025-06-13,C1903,North,Pen Set,Stationery,250,110,1,0.0,150
O01466,2025-07-29,C2136,West,Laptop,Electronics,50000,41000,1,0.3,40
O01467,2025-08-29,C0528,South,Notebook,Stationery,150,65,3,0.0,150
O01468,2025-07-31,C1991,North,Office Chair,Furniture,6500,4300,3,0.3,100
O01469,2025-11-26,C1156,South,Pen Set,Stationery,250,110,4,0.1,100
O01470,2025-03-03,C0246,North,Laptop,Electronics,50000,41000,4,0.05,70
O01471,2025-09-24,C1532,North,Backpack,Accessories,1800,850,4,0.05,70
O01472,2025-12-22,C2443,South,Notebook,Stationery,150,65,4,0.2,100
O01473,2025-03-22,C0352,East,Office Chair,Furniture,6500,4300,4,0.05,40
O01474,2025-04-04,C0037,West,Headphones,Electronics,2500,1350,2,0.0,100
O01475,2025-06-23,C2292,South,Backpack,Accessories,1800,850,4,0.0,100
O01476,2025-09-22,C1493,North,Keyboard,Electronics,1800,1000,4,0.2,40
O01477,2025-12-17,C0548,South,Office Chair,Furniture,6500,4300,3,0.1,40
O01478,2025-10-18,C1982,South,Office Chair,Furniture,6500,4300,1,0.1,100
O01479,2025-10-17,C0985,North,Headphones,Electronics,2500,1350,1,0.0,100
O01480,2025-06-11,C0830,West,Office Chair,Furniture,6500,4300,2,0.05,70
O01481,2025-08-24,C0725,West,Headphones,Electronics,2500,1350,3,0.2,150
O01482,2025-03-19,C1497,North,Laptop,Electronics,50000,41000,3,0.0,100
O01483,2025-06-19,C0337,West,Keyboard,Electronics,1800,1000,4,0.3,100
O01484,2025-03-10,C0906,East,Laptop,Electronics,50000,41000,3,0.2,40
O01485,2025-01-10,C0763,North,Office Chair,Furniture,6500,4300,3,0.05,100
O01486,2025-11-09,C0152,East,Pen Set,Stationery,250,110,4,0.2,150
O01487,2025-10-21,C1908,North,Headphones,Electronics,2500,1350,4,0.1,40
O01488,2025-07-06,C0022,North,Laptop,Electronics,50000,41000,3,0.1,100
O01489,2025-01-06,C2400,West,Laptop,Electronics,50000,41000,3,0.0,40
O01490,2025-02-02,C0238,East,Desk,Furniture,9000,6300,1,0.3,40
O01491,2025-02-10,C0896,North,Keyboard,Electronics,1800,1000,3,0.05,40
O01492,2025-09-19,C0247,South,Office Chair,Furniture,6500,4300,1,0.2,150
O01493,2025-03-16,C0918,West,Laptop,Electronics,50000,41000,2,0.0,150
O01494,2025-04-02,C1528,South,Keyboard,Electronics,1800,1000,3,0.05,40
O01495,2025-11-11,C0219,West,Office Chair,Furniture,6500,4300,1,0.3,100
O01496,2025-11-16,C1315,West,Office Chair,Furniture,6500,4300,3,0.05,100
O01497,2025-10-06,C1930,South,Desk,Furniture,9000,6300,2,0.0,100
O01498,2025-04-23,C1139,East,Pen Set,Stationery,250,110,3,0.2,100
O01499,2025-07-31,C0282,East,Office Chair,Furniture,6500,4300,2,0.0,150
O01500,2025-03-15,C1730,East,Pen Set,Stationery,250,110,2,0.2,40
O01501,2025-11-10,C0467,South,Desk,Furniture,9000,6300,2,0.3,40
O01502,2025-01-31,C0043,North,Keyboard,Electronics,1800,1000,1,0.0,40
O01503,2025-09-29,C1092,North,Headphones,Electronics,2500,1350,1,0.1,150
O01504,2025-07-06,C0678,East,Keyboard,Electronics,1800,1000,4,0.3,40
O01505,2025-10-04,C0072,East,Desk,Furniture,9000,6300,1,0.3,40
O01506,2025-06-14,C1944,East,Headphones,Electronics,2500,1350,2,0.1,100
O01507,2025-02-27,C1500,South,Backpack,Accessories,1800,850,1,0.1,70
O01508,2025-10-02,C2275,North,Office Chair,Furniture,6500,4300,3,0.1,100
O01509,2025-08-19,C1201,North,Pen Set,Stationery,250,110,3,0.0,70
O01510,2025-06-19,C1096,West,Notebook,Stationery,150,65,2,0.1,40
O01511,2025-05-17,C2107,South,Keyboard,Electronics,1800,1000,4,0.05,100
O01512,2025-05-06,C0204,West,Headphones,Electronics,2500,1350,2,0.05,40
O01513,2025-06-25,C0905,North,Notebook,Stationery,150,65,3,0.05,70
O01514,2025-04-06,C1997,South,Keyboard,Electronics,1800,1000,2,0.2,150
O01515,2025-04-14,C0732,West,Headphones,Electronics,2500,1350,3,0.0,40
O01516,2025-04-12,C2213,North,Backpack,Accessories,1800,850,1,0.0,40
O01517,2025-01-05,C0711,North,Office Chair,Furniture,6500,4300,2,0.0,150
O01518,2025-12-05,C1035,East,Laptop,Electronics,50000,41000,3,0.0,70
O01519,2025-03-28,C2244,South,Office Chair,Furniture,6500,4300,4,0.3,70
O01520,2025-03-02,C0609,West,Office Chair,Furniture,6500,4300,2,0.05,100
O01521,2025-02-25,C2421,West,Pen Set,Stationery,250,110,2,0.0,40
O01522,2025-12-27,C0110,East,Notebook,Stationery,150,65,2,0.3,40
O01523,2025-06-24,C0665,North,Headphones,Electronics,2500,1350,2,0.0,150
O01524,2025-04-30,C1478,South,Headphones,Electronics,2500,1350,4,0.05,150
O01525,2025-05-28,C1486,West,Desk,Furniture,9000,6300,3,0.2,150
O01526,2025-02-02,C2275,South,Laptop,Electronics,50000,41000,2,0.2,40
O01527,2025-04-25,C2400,West,Keyboard,Electronics,1800,1000,2,0.0,100
O01528,2025-04-01,C1695,East,Headphones,Electronics,2500,1350,3,0.1,150
O01529,2025-10-21,C1650,North,Laptop,Electronics,50000,41000,3,0.1,150
O01530,2025-01-22,C0794,South,Backpack,Accessories,1800,850,2,0.1,70
O01531,2025-06-05,C2015,East,Laptop,Electronics,50000,41000,4,0.0,70
O01532,2025-10-16,C1608,North,Laptop,Electronics,50000,41000,2,0.2,40
O01533,2025-11-01,C0061,South,Backpack,Accessories,1800,850,2,0.1,40
O01534,2025-07-07,C2081,East,Headphones,Electronics,2500,1350,1,0.1,70
O01535,2025-03-23,C0900,North,Pen Set,Stationery,250,110,2,0.3,40
O01536,2025-05-04,C1190,South,Laptop,Electronics,50000,41000,4,0.2,150
O01537,2025-03-23,C1216,East,Headphones,Electronics,2500,1350,4,0.2,40
O01538,2025-08-30,C2050,East,Laptop,Electronics,50000,41000,2,0.0,100
O01539,2025-04-17,C0670,South,Notebook,Stationery,150,65,1,0.0,100
O01540,2025-08-19,C0980,West,Desk,Furniture,9000,6300,3,0.1,40
O01541,2025-08-28,C0098,West,Office Chair,Furniture,6500,4300,3,0.0,70
O01542,2025-12-10,C0872,South,Headphones,Electronics,2500,1350,4,0.1,150
O01543,2025-05-16,C0221,North,Laptop,Electronics,50000,41000,3,0.1,40
O01544,2025-12-17,C1458,East,Desk,Furniture,9000,6300,1,0.1,40
O01545,2025-05-27,C2233,North,Headphones,Electronics,2500,1350,4,0.0,40
O01546,2025-09-06,C1162,West,Desk,Furniture,9000,6300,3,0.2,40
O01547,2025-08-30,C2281,South,Notebook,Stationery,150,65,4,0.1,150
O01548,2025-10-26,C2443,South,Pen Set,Stationery,250,110,1,0.1,40
O01549,2025-06-21,C0135,South,Office Chair,Furniture,6500,4300,2,0.1,70
O01550,2025-10-17,C1291,South,Laptop,Electronics,50000,41000,2,0.0,150
O01551,2025-05-10,C1321,West,Keyboard,Electronics,1800,1000,2,0.1,150
O01552,2025-06-29,C0963,North,Pen Set,Stationery,250,110,4,0.0,40
O01553,2025-07-02,C2077,West,Desk,Furniture,9000,6300,1,0.1,70
O01554,2025-09-15,C0988,North,Desk,Furniture,9000,6300,1,0.0,40
O01555,2025-08-14,C0138,East,Office Chair,Furniture,6500,4300,1,0.0,40
O01556,2025-01-29,C1370,West,Headphones,Electronics,2500,1350,4,0.0,150
O01557,2025-10-23,C0505,South,Backpack,Accessories,1800,850,1,0.0,70
O01558,2025-10-04,C0888,North,Pen Set,Stationery,250,110,3,0.2,100
O01559,2025-02-08,C1255,West,Backpack,Accessories,1800,850,1,0.2,40
O01560,2025-12-18,C1808,West,Pen Set,Stationery,250,110,2,0.0,70
O01561,2025-08-30,C0696,South,Keyboard,Electronics,1800,1000,3,0.0,70
O01562,2025-02-01,C0952,South,Keyboard,Electronics,1800,1000,1,0.2,100
O01563,2025-06-29,C0170,West,Headphones,Electronics,2500,1350,1,0.0,150
O01564,2025-11-02,C0961,North,Backpack,Accessories,1800,850,3,0.05,40
O01565,2025-04-13,C1451,East,Desk,Furniture,9000,6300,1,0.0,100
O01566,2025-12-07,C1543,South,Office Chair,Furniture,6500,4300,2,0.1,70
O01567,2025-06-02,C0734,North,Backpack,Accessories,1800,850,3,0.3,150
O01568,2025-03-24,C0153,West,Desk,Furniture,9000,6300,1,0.0,70
O01569,2025-05-11,C1444,South,Backpack,Accessories,1800,850,1,0.3,70
O01570,2025-07-11,C1639,West,Backpack,Accessories,1800,850,2,0.2,100
O01571,2025-09-09,C0213,South,Laptop,Electronics,50000,41000,3,0.3,70
O01572,2025-12-05,C1263,South,Keyboard,Electronics,1800,1000,1,0.2,150
O01573,2025-03-13,C0238,South,Notebook,Stationery,150,65,2,0.2,40
O01574,2025-12-17,C1133,South,Pen Set,Stationery,250,110,4,0.1,70
O01575,2025-07-12,C1603,West,Headphones,Electronics,2500,1350,2,0.2,40
O01576,2025-02-16,C1799,East,Keyboard,Electronics,1800,1000,2,0.0,40
O01577,2025-12-05,C1785,East,Desk,Furniture,9000,6300,3,0.1,40
O01578,2025-05-08,C1896,South,Pen Set,Stationery,250,110,2,0.1,70
O01579,2025-08-15,C0604,North,Laptop,Electronics,50000,41000,2,0.0,40
O01580,2025-09-12,C2116,North,Desk,Furniture,9000,6300,4,0.0,150
O01581,2025-01-05,C0875,East,Keyboard,Electronics,1800,1000,1,0.0,100
O01582,2025-03-22,C0938,South,Headphones,Electronics,2500,1350,3,0.05,150
O01583,2025-09-08,C1969,South,Desk,Furniture,9000,6300,2,0.0,150
O01584,2025-04-29,C0818,South,Office Chair,Furniture,6500,4300,4,0.0,150
O01585,2025-01-04,C0188,South,Notebook,Stationery,150,65,3,0.0,70
O01586,2025-01-09,C1786,East,Keyboard,Electronics,1800,1000,4,0.1,150
O01587,2025-10-29,C1656,East,Pen Set,Stationery,250,110,1,0.0,70
O01588,2025-02-26,C1455,West,Laptop,Electronics,50000,41000,1,0.0,150
O01589,2025-02-06,C0359,North,Pen Set,Stationery,250,110,4,0.05,40
O01590,2025-07-25,C1580,South,Laptop,Electronics,50000,41000,2,0.05,150
O01591,2025-02-13,C0497,North,Notebook,Stationery,150,65,4,0.0,70
O01592,2025-08-27,C1389,West,Keyboard,Electronics,1800,1000,3,0.3,100
O01593,2025-07-18,C1270,East,Office Chair,Furniture,6500,4300,2,0.05,70
O01594,2025-08-25,C1932,South,Laptop,Electronics,50000,41000,1,0.0,40
O01595,2025-06-29,C2442,West,Notebook,Stationery,150,65,1,0.1,70
O01596,2025-10-12,C0476,South,Headphones,Electronics,2500,1350,3,0.2,100
O01597,2025-08-24,C0287,North,Notebook,Stationery,150,65,1,0.05,40
O01598,2025-06-01,C1390,South,Notebook,Stationery,150,65,1,0.0,40
O01599,2025-01-06,C2380,North,Pen Set,Stationery,250,110,1,0.1,150
O01600,2025-04-10,C0396,West,Notebook,Stationery,150,65,4,0.05,40
O01601,2025-02-17,C1219,East,Keyboard,Electronics,1800,1000,3,0.05,100
O01602,2025-01-06,C1019,East,Notebook,Stationery,150,65,3,0.3,70
O01603,2025-04-10,C0796,West,Pen Set,Stationery,250,110,3,0.3,70
O01604,2025-03-17,C1660,West,Keyboard,Electronics,1800,1000,3,0.1,70
O01605,2025-01-29,C0739,South,Laptop,Electronics,50000,41000,2,0.0,70
O01606,2025-04-25,C1233,North,Backpack,Accessories,1800,850,2,0.1,100
O01607,2025-07-04,C2114,South,Headphones,Electronics,2500,1350,3,0.3,150
O01608,2025-03-07,C0949,West,Desk,Furniture,9000,6300,4,0.3,70
O01609,2025-04-10,C0053,West,Headphones,Electronics,2500,1350,4,0.0,40
O01610,2025-01-08,C2213,East,Headphones,Electronics,2500,1350,3,0.0,40
O01611,2025-01-19,C0687,North,Pen Set,Stationery,250,110,4,0.0,100
O01612,2025-02-27,C1933,North,Headphones,Electronics,2500,1350,4,0.2,150
O01613,2025-06-15,C1907,West,Notebook,Stationery,150,65,3,0.05,40
O01614,2025-09-01,C1316,North,Notebook,Stationery,150,65,4,0.05,100
O01615,2025-10-15,C0220,South,Laptop,Electronics,50000,41000,1,0.05,40
O01616,2025-08-18,C2376,South,Headphones,Electronics,2500,1350,1,0.0,40
O01617,2025-08-14,C1703,South,Pen Set,Stationery,250,110,2,0.2,150
O01618,2025-12-08,C1061,East,Desk,Furniture,9000,6300,1,0.05,70
O01619,2025-04-04,C2135,West,Laptop,Electronics,50000,41000,2,0.0,70
O01620,2025-10-19,C1971,East,Backpack,Accessories,1800,850,1,0.1,40
O01621,2025-12-08,C1901,South,Keyboard,Electronics,1800,1000,4,0.1,150
O01622,2025-07-27,C0420,South,Laptop,Electronics,50000,41000,3,0.1,150
O01623,2025-11-03,C1583,West,Backpack,Accessories,1800,850,1,0.2,150
O01624,2025-02-20,C0715,South,Laptop,Electronics,50000,41000,3,0.0,40
O01625,2025-11-17,C0197,South,Desk,Furniture,9000,6300,3,0.0,40
O01626,2025-07-25,C0846,East,Backpack,Accessories,1800,850,2,0.0,150
O01627,2025-03-22,C0261,North,Desk,Furniture,9000,6300,4,0.1,100
O01628,2025-01-23,C0265,North,Desk,Furniture,9000,6300,4,0.3,70
O01629,2025-09-20,C1818,West,Office Chair,Furniture,6500,4300,4,0.05,40
O01630,2025-06-07,C1255,East,Headphones,Electronics,2500,1350,1,0.2,150
O01631,2025-04-24,C0995,North,Desk,Furniture,9000,6300,2,0.1,150
O01632,2025-05-23,C0481,North,Backpack,Accessories,1800,850,4,0.3,40
O01633,2025-12-28,C1928,West,Laptop,Electronics,50000,41000,2,0.05,70
O01634,2025-06-06,C1586,East,Backpack,Accessories,1800,850,2,0.0,70
O01635,2025-01-29,C1464,East,Office Chair,Furniture,6500,4300,2,0.2,70
O01636,2025-04-13,C0476,North,Desk,Furniture,9000,6300,2,0.2,70
O01637,2025-02-23,C0309,West,Headphones,Electronics,2500,1350,3,0.1,70
O01638,2025-09-08,C0309,West,Desk,Furniture,9000,6300,1,0.2,70
O01639,2025-10-20,C0063,South,Headphones,Electronics,2500,1350,4,0.05,150
O01640,2025-11-03,C2423,South,Keyboard,Electronics,1800,1000,3,0.1,150
O01641,2025-08-20,C0920,East,Notebook,Stationery,150,65,1,0.0,40
O01642,2025-10-08,C1646,West,Laptop,Electronics,50000,41000,4,0.05,100
O01643,2025-06-02,C2456,West,Office Chair,Furniture,6500,4300,3,0.0,100
O01644,2025-08-18,C2342,West,Desk,Furniture,9000,6300,2,0.0,70
O01645,2025-02-09,C0802,East,Headphones,Electronics,2500,1350,2,0.0,40
O01646,2025-07-16,C1225,South,Keyboard,Electronics,1800,1000,3,0.1,150
O01647,2025-07-23,C1158,South,Keyboard,Electronics,1800,1000,1,0.2,70
O01648,2025-01-12,C0084,West,Notebook,Stationery,150,65,3,0.05,40
O01649,2025-07-20,C1921,North,Backpack,Accessories,1800,850,3,0.05,150
O01650,2025-09-21,C1436,North,Pen Set,Stationery,250,110,2,0.0,150
O01651,2025-05-15,C0929,East,Headphones,Electronics,2500,1350,2,0.05,70
O01652,2025-07-18,C1396,South,Laptop,Electronics,50000,41000,3,0.0,70
O01653,2025-04-15,C1839,West,Laptop,Electronics,50000,41000,3,0.1,70
O01654,2025-04-09,C0038,North,Desk,Furniture,9000,6300,2,0.3,40
O01655,2025-02-17,C1616,South,Headphones,Electronics,2500,1350,4,0.1,40
O01656,2025-04-30,C2154,North,Headphones,Electronics,2500,1350,4,0.1,70
O01657,2025-10-21,C1817,East,Pen Set,Stationery,250,110,2,0.1,70
O01658,2025-12-08,C1550,East,Pen Set,Stationery,250,110,3,0.0,40
O01659,2025-08-21,C0227,South,Pen Set,Stationery,250,110,4,0.05,40
O01660,2025-08-16,C1862,South,Keyboard,Electronics,1800,1000,1,0.0,150
O01661,2025-08-13,C1877,North,Desk,Furniture,9000,6300,3,0.05,150
O01662,2025-06-23,C1235,East,Desk,Furniture,9000,6300,4,0.2,70
O01663,2025-06-04,C1457,West,Headphones,Electronics,2500,1350,1,0.05,100
O01664,2025-08-15,C1547,East,Desk,Furniture,9000,6300,2,0.05,40
O01665,2025-10-14,C0303,North,Desk,Furniture,9000,6300,4,0.0,150
O01666,2025-06-01,C0644,East,Office Chair,Furniture,6500,4300,4,0.05,150
O01667,2025-07-26,C1981,North,Pen Set,Stationery,250,110,4,0.3,40
O01668,2025-06-21,C2435,North,Notebook,Stationery,150,65,3,0.05,40
O01669,2025-04-15,C0676,North,Desk,Furniture,9000,6300,1,0.1,70
O01670,2025-04-16,C1002,North,Notebook,Stationery,150,65,1,0.0,40
O01671,2025-01-29,C2289,North,Pen Set,Stationery,250,110,4,0.0,70
O01672,2025-06-10,C0406,West,Desk,Furniture,9000,6300,3,0.05,100
O01673,2025-09-18,C0653,North,Keyboard,Electronics,1800,1000,1,0.3,100
O01674,2025-09-08,C0140,East,Pen Set,Stationery,250,110,1,0.0,40
O01675,2025-12-26,C0587,West,Notebook,Stationery,150,65,1,0.1,70
O01676,2025-01-15,C1591,South,Backpack,Accessories,1800,850,4,0.0,150
O01677,2025-10-05,C0871,South,Headphones,Electronics,2500,1350,4,0.1,150
O01678,2025-10-18,C2459,East,Office Chair,Furniture,6500,4300,4,0.1,100
O01679,2025-06-09,C2229,North,Backpack,Accessories,1800,850,1,0.1,100
O01680,2025-04-14,C2240,South,Desk,Furniture,9000,6300,3,0.0,40
O01681,2025-05-11,C1816,South,Backpack,Accessories,1800,850,4,0.0,150
O01682,2025-09-07,C1756,West,Laptop,Electronics,50000,41000,3,0.2,70
O01683,2025-11-11,C1275,West,Laptop,Electronics,50000,41000,4,0.1,100
O01684,2025-08-23,C2477,West,Pen Set,Stationery,250,110,3,0.0,70
O01685,2025-07-07,C0239,East,Keyboard,Electronics,1800,1000,1,0.05,40
O01686,2025-08-27,C1808,South,Desk,Furniture,9000,6300,2,0.0,100
O01687,2025-01-26,C0351,West,Office Chair,Furniture,6500,4300,2,0.05,100
O01688,2025-08-10,C0849,West,Office Chair,Furniture,6500,4300,1,0.05,100
O01689,2025-01-16,C0640,South,Backpack,Accessories,1800,850,3,0.0,150
O01690,2025-12-17,C1504,West,Laptop,Electronics,50000,41000,4,0.05,150
O01691,2025-11-21,C1969,West,Pen Set,Stationery,250,110,1,0.1,70
O01692,2025-07-05,C0200,South,Backpack,Accessories,1800,850,2,0.3,70
O01693,2025-05-17,C1505,North,Notebook,Stationery,150,65,3,0.1,40
O01694,2025-09-25,C0555,North,Office Chair,Furniture,6500,4300,2,0.1,150
O01695,2025-08-21,C0193,East,Headphones,Electronics,2500,1350,1,0.2,40
O01696,2025-09-15,C1044,North,Notebook,Stationery,150,65,1,0.0,40
O01697,2025-07-08,C1454,South,Office Chair,Furniture,6500,4300,1,0.1,100
O01698,2025-03-28,C0505,East,Headphones,Electronics,2500,1350,4,0.0,150
O01699,2025-01-27,C0975,West,Keyboard,Electronics,1800,1000,2,0.0,70
O01700,2025-04-14,C2384,West,Backpack,Accessories,1800,850,4,0.1,40
O01701,2025-07-13,C0867,East,Keyboard,Electronics,1800,1000,3,0.0,40
O01702,2025-06-04,C2489,South,Headphones,Electronics,2500,1350,2,0.1,150
O01703,2025-07-04,C2086,North,Notebook,Stationery,150,65,4,0.1,100
O01704,2025-04-12,C0928,East,Headphones,Electronics,2500,1350,2,0.0,70
O01705,2025-12-09,C1443,North,Backpack,Accessories,1800,850,1,0.05,150
O01706,2025-05-14,C1774,South,Pen Set,Stationery,250,110,4,0.1,40
O01707,2025-11-05,C1162,West,Backpack,Accessories,1800,850,3,0.1,100
O01708,2025-05-23,C1020,South,Backpack,Accessories,1800,850,2,0.2,70
O01709,2025-06-11,C0825,East,Headphones,Electronics,2500,1350,3,0.05,40
O01710,2025-08-09,C0349,East,Headphones,Electronics,2500,1350,4,0.2,150
O01711,2025-04-07,C0063,West,Keyboard,Electronics,1800,1000,2,0.05,150
O01712,2025-03-22,C0843,South,Office Chair,Furniture,6500,4300,4,0.0,150
O01713,2025-05-19,C1990,South,Backpack,Accessories,1800,850,4,0.1,40
O01714,2025-10-21,C0584,North,Notebook,Stationery,150,65,4,0.0,100
O01715,2025-02-22,C0450,East,Notebook,Stationery,150,65,1,0.0,70
O01716,2025-06-09,C0821,North,Backpack,Accessories,1800,850,1,0.0,70
O01717,2025-09-03,C1498,South,Notebook,Stationery,150,65,1,0.2,40
O01718,2025-09-15,C0538,East,Office Chair,Furniture,6500,4300,3,0.3,100
O01719,2025-06-08,C0551,North,Office Chair,Furniture,6500,4300,2,0.3,150
O01720,2025-01-30,C0281,South,Desk,Furniture,9000,6300,4,0.05,40
O01721,2025-01-06,C0831,North,Laptop,Electronics,50000,41000,1,0.05,100
O01722,2025-06-21,C0544,North,Notebook,Stationery,150,65,2,0.2,100
O01723,2025-10-23,C2079,North,Notebook,Stationery,150,65,2,0.05,100
O01724,2025-01-11,C2265,North,Notebook,Stationery,150,65,4,0.05,70
O01725,2025-11-20,C0927,West,Desk,Furniture,9000,6300,1,0.0,40
O01726,2025-09-04,C0214,West,Pen Set,Stationery,250,110,2,0.1,150
O01727,2025-01-03,C0219,East,Backpack,Accessories,1800,850,4,0.1,100
O01728,2025-05-06,C0812,East,Desk,Furniture,9000,6300,4,0.05,100
O01729,2025-03-22,C1159,East,Office Chair,Furniture,6500,4300,4,0.0,100
O01730,2025-12-13,C1322,West,Laptop,Electronics,50000,41000,3,0.1,70
O01731,2025-07-22,C0761,South,Pen Set,Stationery,250,110,1,0.1,70
O01732,2025-04-29,C0887,North,Backpack,Accessories,1800,850,1,0.0,100
O01733,2025-04-12,C0710,East,Notebook,Stationery,150,65,2,0.05,150
O01734,2025-07-25,C1295,West,Pen Set,Stationery,250,110,2,0.3,70
O01735,2025-01-02,C1743,North,Pen Set,Stationery,250,110,3,0.1,40
O01736,2025-04-04,C0109,South,Pen Set,Stationery,250,110,1,0.1,40
O01737,2025-03-02,C1197,South,Desk,Furniture,9000,6300,3,0.1,100
O01738,2025-08-15,C1622,South,Laptop,Electronics,50000,41000,2,0.3,40
O01739,2025-09-02,C1682,East,Laptop,Electronics,50000,41000,1,0.05,150
O01740,2025-06-20,C1409,South,Headphones,Electronics,2500,1350,4,0.0,70
O01741,2025-02-21,C1313,West,Office Chair,Furniture,6500,4300,2,0.05,70
O01742,2025-05-16,C1703,West,Notebook,Stationery,150,65,1,0.2,40
O01743,2025-11-04,C0946,North,Office Chair,Furniture,6500,4300,2,0.0,70
O01744,2025-03-16,C1419,West,Laptop,Electronics,50000,41000,4,0.0,100
O01745,2025-03-01,C0799,East,Headphones,Electronics,2500,1350,4,0.0,150
O01746,2025-02-10,C1095,South,Backpack,Accessories,1800,850,1,0.1,100
O01747,2025-10-26,C0311,South,Backpack,Accessories,1800,850,3,0.1,100
O01748,2025-02-13,C0876,West,Office Chair,Furniture,6500,4300,3,0.05,70
O01749,2025-08-01,C0356,South,Pen Set,Stationery,250,110,4,0.0,70
O01750,2025-12-31,C0567,North,Notebook,Stationery,150,65,4,0.2,150
O01751,2025-08-23,C1049,South,Backpack,Accessories,1800,850,3,0.0,100
O01752,2025-05-31,C1251,North,Backpack,Accessories,1800,850,3,0.1,150
O01753,2025-03-17,C2355,East,Notebook,Stationery,150,65,2,0.0,100
O01754,2025-01-01,C0066,North,Office Chair,Furniture,6500,4300,4,0.3,40
O01755,2025-02-26,C2247,East,Notebook,Stationery,150,65,4,0.05,70
O01756,2025-12-14,C0821,South,Keyboard,Electronics,1800,1000,4,0.1,70
O01757,2025-02-22,C1811,West,Keyboard,Electronics,1800,1000,4,0.0,70
O01758,2025-01-08,C1695,South,Desk,Furniture,9000,6300,3,0.0,150
O01759,2025-10-25,C2428,West,Desk,Furniture,9000,6300,4,0.1,70
O01760,2025-06-02,C0272,West,Desk,Furniture,9000,6300,4,0.1,40
O01761,2025-05-11,C2418,North,Office Chair,Furniture,6500,4300,1,0.2,100
O01762,2025-09-19,C0158,East,Office Chair,Furniture,6500,4300,1,0.1,70
O01763,2025-07-10,C2194,North,Laptop,Electronics,50000,41000,4,0.1,40
O01764,2025-11-30,C1631,West,Desk,Furniture,9000,6300,2,0.2,150
O01765,2025-06-20,C1205,East,Desk,Furniture,9000,6300,4,0.05,150
O01766,2025-09-18,C0995,North,Backpack,Accessories,1800,850,2,0.2,150
O01767,2025-11-17,C0234,North,Desk,Furniture,9000,6300,2,0.05,70
O01768,2025-06-19,C2005,South,Office Chair,Furniture,6500,4300,4,0.05,150
O01769,2025-04-14,C1820,West,Laptop,Electronics,50000,41000,3,0.2,70
O01770,2025-12-22,C2344,West,Headphones,Electronics,2500,1350,3,0.0,150
O01771,2025-03-24,C1827,North,Keyboard,Electronics,1800,1000,2,0.0,150
O01772,2025-01-15,C2393,South,Office Chair,Furniture,6500,4300,3,0.0,40
O01773,2025-07-31,C2218,South,Keyboard,Electronics,1800,1000,2,0.1,70
O01774,2025-12-27,C1064,South,Office Chair,Furniture,6500,4300,4,0.1,100
O01775,2025-02-01,C1760,North,Pen Set,Stationery,250,110,2,0.0,40
O01776,2025-11-07,C0661,South,Headphones,Electronics,2500,1350,1,0.0,150
O01777,2025-10-31,C1989,West,Keyboard,Electronics,1800,1000,3,0.05,100
O01778,2025-12-06,C1522,South,Headphones,Electronics,2500,1350,4,0.0,40
O01779,2025-06-03,C1101,East,Keyboard,Electronics,1800,1000,4,0.0,150
O01780,2025-04-03,C1571,South,Notebook,Stationery,150,65,1,0.0,40
O01781,2025-07-06,C0693,South,Laptop,Electronics,50000,41000,4,0.2,70
O01782,2025-02-21,C1556,East,Keyboard,Electronics,1800,1000,2,0.1,40
O01783,2025-11-04,C1188,North,Laptop,Electronics,50000,41000,4,0.0,40
O01784,2025-08-31,C0805,North,Backpack,Accessories,1800,850,3,0.0,100
O01785,2025-06-26,C2439,West,Notebook,Stationery,150,65,4,0.0,40
O01786,2025-07-08,C0160,West,Headphones,Electronics,2500,1350,2,0.05,100
O01787,2025-09-17,C1895,East,Headphones,Electronics,2500,1350,3,0.05,40
