order_id,order_date,customer_id,region,product,category,unit_price,unit_cost,quantity,discount,shipping_cost,gross_sales,revenue,cost,profit,month,discount_band
O00308,2025-02-15,C0708,West,Desk,Furniture,9000,6300,1,0.0,150,9000,9000.0,6450,2550.0,2025-02,None
O00729,2025-02-15,C2362,East,Office Chair,Furniture,6500,4300,1,0.05,70,6500,6175.0,4370,1805.0,2025-02,Low (1-10%)
O01025,2025-02-15,C1951,North,Pen Set,Stationery,250,110,4,0.2,100,1000,800.0,540,260.0,2025-02,High (>10%)
O02070,2025-02-15,C0416,South,Office Chair,Furniture,6500,4300,2,0.0,40,13000,13000.0,8640,4360.0,2025-02,None
O02273,2025-02-15,C1416,West,Keyboard,Electronics,1800,1000,1,0.0,40,1800,1800.0,1040,760.0,2025-02,None
O02612,2025-02-15,C1132,South,Backpack,Accessories,1800,850,4,0.2,150,7200,5760.0,3550,2210.0,2025-02,High (>10%)
O02684,2025-02-15,C0713,West,Pen Set,Stationery,250,110,3,0.2,40,750,600.0,370,230.0,2025-02,High (>10%)
O03019,2025-02-15,C0078,South,Desk,Furniture,9000,6300,3,0.05,70,27000,25650.0,18970,6680.0,2025-02,Low (1-10%)
O03283,2025-02-15,C1808,West,Backpack,Accessories,1800,850,4,0.3,100,7200,5040.0,3500,1540.0,2025-02,High (>10%)
O03308,2025-02-15,C0102,West,Headphones,Electronics,2500,1350,2,0.0,70,5000,5000.0,2770,2230.0,2025-02,None
O03465,2025-02-15,C0375,West,Keyboard,Electronics,1800,1000,2,0.0,40,3600,3600.0,2040,1560.0,2025-02,None
O03708,2025-02-15,C1209,North,Pen Set,Stationery,250,110,3,0.2,150,750,600.0,480,120.0,2025-02,High (>10%)
O03723,2025-02-15,C2179,North,Pen Set,Stationery,250,110,3,0.0,150,750,750.0,480,270.0,2025-02,None
O04255,2025-02-15,C1947,East,Keyboard,Electronics,1800,1000,4,0.1,40,7200,6480.0,4040,2440.0,2025-02,Low (1-10%)
O04326,2025-02-15,C0582,South,Office Chair,Furniture,6500,4300,2,0.3,40,13000,9100.0,8640,460.0,2025-02,High (>10%)
O04338,2025-02-15,C0507,West,Keyboard,Electronics,1800,1000,3,0.05,150,5400,5130.0,3150,1980.0,2025-02,Low (1-10%)
O04371,2025-02-15,C0285,North,Desk,Furniture,9000,6300,1,0.0,70,9000,9000.0,6370,2630.0,2025-02,None
O05283,2025-02-15,C1288,East,Pen Set,Stationery,250,110,2,0.1,100,500,450.0,320,130.0,2025-02,Low (1-10%)
O05327,2025-02-15,C0859,South,Desk,Furniture,9000,6300,3,0.3,100,27000,18900.0,19000,-100.0,2025-02,High (>10%)
O05394,2025-02-15,C0375,West,Pen Set,Stationery,250,110,2,0.0,40,500,500.0,260,240.0,2025-02,None
O05737,2025-02-15,C1176,East,Keyboard,Electronics,1800,1000,1,0.3,100,1800,1260.0,1100,160.0,2025-02,High (>10%)
O00353,2025-02-16,C1317,South,Keyboard,Electronics,1800,1000,4,0.1,150,7200,6480.0,4150,2330.0,2025-02,Low (1-10%)
O01336,2025-02-16,C1193,West,Backpack,Accessories,1800,850,4,0.0,70,7200,7200.0,3470,3730.0,2025-02,None
O01576,2025-02-16,C1799,East,Keyboard,Electronics,1800,1000,2,0.0,40,3600,3600.0,2040,1560.0,2025-02,None
O02351,2025-02-16,C0349,North,Desk,Furniture,9000,6300,4,0.2,70,36000,28800.0,25270,3530.0,2025-02,High (>10%)
O02364,2025-02-16,C1092,South,Laptop,Electronics,50000,41000,3,0.0,40,150000,150000.0,123040,26960.0,2025-02,None
O02545,2025-02-16,C0863,South,Pen Set,Stationery,250,110,1,0.0,40,250,250.0,150,100.0,2025-02,None
O02565,2025-02-16,C1810,North,Office Chair,Furniture,6500,4300,2,0.2,70,13000,10400.0,8670,1730.0,2025-02,High (>10%)
O02682,2025-02-16,C1368,South,Laptop,Electronics,50000,41000,3,0.1,150,150000,135000.0,123150,11850.0,2025-02,Low (1-10%)
O03097,2025-02-16,C0710,South,Headphones,Electronics,2500,1350,4,0.3,150,10000,7000.0,5550,1450.0,2025-02,High (>10%)
O03306,2025-02-16,C1321,South,Keyboard,Electronics,1800,1000,4,0.0,70,7200,7200.0,4070,3130.0,2025-02,None
O03771,2025-02-16,C1641,South,Office Chair,Furniture,6500,4300,4,0.3,40,26000,18200.0,17240,960.0,2025-02,High (>10%)
O04537,2025-02-16,C1652,East,Laptop,Electronics,50000,41000,1,0.1,100,50000,45000.0,41100,3900.0,2025-02,Low (1-10%)
O04697,2025-02-16,C0469,North,Laptop,Electronics,50000,41000,2,0.1,150,100000,90000.0,82150,7850.0,2025-02,Low (1-10%)
O04835,2025-02-16,C2316,East,Backpack,Accessories,1800,850,1,0.3,40,1800,1260.0,890,370.0,2025-02,High (>10%)
O04952,2025-02-16,C0580,West,Laptop,Electronics,50000,41000,3,0.2,100,150000,120000.0,123100,-3100.0,2025-02,High (>10%)
O05152,2025-02-16,C1312,South,Desk,Furniture,9000,6300,3,0.3,150,27000,18900.0,19050,-150.0,2025-02,High (>10%)
O05738,2025-02-16,C1009,South,Backpack,Accessories,1800,850,3,0.05,70,5400,5130.0,2620,2510.0,2025-02,Low (1-10%)
O00071,2025-02-17,C0920,North,Pen Set,Stationery,250,110,1,0.1,70,250,225.0,180,45.0,2025-02,Low (1-10%)
O00189,2025-02-17,C0441,East,Headphones,Electronics,2500,1350,3,0.1,40,7500,6750.0,4090,2660.0,2025-02,Low (1-10%)
O00256,2025-02-17,C0014,North,Headphones,Electronics,2500,1350,1,0.05,40,2500,2375.0,1390,985.0,2025-02,Low (1-10%)
O00990,2025-02-17,C2120,South,Pen Set,Stationery,250,110,2,0.0,100,500,500.0,320,180.0,2025-02,None
O01204,2025-02-17,C0286,South,Pen Set,Stationery,250,110,1,0.1,40,250,225.0,150,75.0,2025-02,Low (1-10%)
O01601,2025-02-17,C1219,East,Keyboard,Electronics,1800,1000,3,0.05,100,5400,5130.0,3100,2030.0,2025-02,Low (1-10%)
O01655,2025-02-17,C1616,South,Headphones,Electronics,2500,1350,4,0.1,40,10000,9000.0,5440,3560.0,2025-02,Low (1-10%)
O01924,2025-02-17,C0440,South,Office Chair,Furniture,6500,4300,3,0.1,70,19500,17550.0,12970,4580.0,2025-02,Low (1-10%)
O01925,2025-02-17,C1951,North,Keyboard,Electronics,1800,1000,3,0.0,150,5400,5400.0,3150,2250.0,2025-02,None
O02568,2025-02-17,C0332,East,Notebook,Stationery,150,65,2,0.1,40,300,270.0,170,100.0,2025-02,Low (1-10%)
O02901,2025-02-17,C1342,North,Desk,Furniture,9000,6300,2,0.1,100,18000,16200.0,12700,3500.0,2025-02,Low (1-10%)
O03010,2025-02-17,C1332,South,Pen Set,Stationery,250,110,2,0.2,70,500,400.0,290,110.0,2025-02,High (>10%)
O03478,2025-02-17,C0230,South,Desk,Furniture,9000,6300,4,0.0,100,36000,36000.0,25300,10700.0,2025-02,None
O03711,2025-02-17,C1987,East,Keyboard,Electronics,1800,1000,4,0.2,40,7200,5760.0,4040,1720.0,2025-02,High (>10%)
O04081,2025-02-17,C1421,South,Backpack,Accessories,1800,850,2,0.1,150,3600,3240.0,1850,1390.0,2025-02,Low (1-10%)
O04882,2025-02-17,C1911,North,Backpack,Accessories,1800,850,1,0.3,40,1800,1260.0,890,370.0,2025-02,High (>10%)
O05303,2025-02-17,C1508,East,Headphones,Electronics,2500,1350,4,0.0,70,10000,10000.0,5470,4530.0,2025-02,None
O05328,2025-02-17,C2310,North,Headphones,Electronics,2500,1350,3,0.0,100,7500,7500.0,4150,3350.0,2025-02,None
O05437,2025-02-17,C0228,North,Office Chair,Furniture,6500,4300,4,0.0,70,26000,26000.0,17270,8730.0,2025-02,None
O05567,2025-02-17,C0335,East,Headphones,Electronics,2500,1350,1,0.0,150,2500,2500.0,1500,1000.0,2025-02,None
O00465,2025-02-18,C2408,West,Laptop,Electronics,50000,41000,1,0.2,100,50000,40000.0,41100,-1100.0,2025-02,High (>10%)
O00472,2025-02-18,C0188,North,Pen Set,Stationery,250,110,4,0.2,70,1000,800.0,510,290.0,2025-02,High (>10%)
O00489,2025-02-18,C0357,West,Pen Set,Stationery,250,110,2,0.1,100,500,450.0,320,130.0,2025-02,Low (1-10%)
O00579,2025-02-18,C0930,North,Backpack,Accessories,1800,850,2,0.3,70,3600,2520.0,1770,750.0,2025-02,High (>10%)
O00599,2025-02-18,C1087,East,Notebook,Stationery,150,65,1,0.0,40,150,150.0,105,45.0,2025-02,None
O00824,2025-02-18,C1897,South,Notebook,Stationery,150,65,3,0.1,70,450,405.0,265,140.0,2025-02,Low (1-10%)
O01798,2025-02-18,C1505,South,Headphones,Electronics,2500,1350,1,0.0,100,2500,2500.0,1450,1050.0,2025-02,None
O01915,2025-02-18,C2424,West,Keyboard,Electronics,1800,1000,1,0.0,70,1800,1800.0,1070,730.0,2025-02,None
O01975,2025-02-18,C2005,East,Desk,Furniture,9000,6300,1,0.0,70,9000,9000.0,6370,2630.0,2025-02,None
O01999,2025-02-18,C1296,South,Keyboard,Electronics,1800,1000,3,0.1,70,5400,4860.0,3070,1790.0,2025-02,Low (1-10%)
O02376,2025-02-18,C0813,North,Backpack,Accessories,1800,850,4,0.0,100,7200,7200.0,3500,3700.0,2025-02,None
O03191,2025-02-18,C2366,East,Laptop,Electronics,50000,41000,2,0.3,150,100000,70000.0,82150,-12150.0,2025-02,High (>10%)
O03356,2025-02-18,C2410,South,Office Chair,Furniture,6500,4300,2,0.0,100,13000,13000.0,8700,4300.0,2025-02,None
O03410,2025-02-18,C1069,South,Office Chair,Furniture,6500,4300,2,0.05,40,13000,12350.0,8640,3710.0,2025-02,Low (1-10%)
O04631,2025-02-18,C1270,North,Headphones,Electronics,2500,1350,2,0.1,70,5000,4500.0,2770,1730.0,2025-02,Low (1-10%)
O04851,2025-02-18,C0771,South,Backpack,Accessories,1800,850,1,0.05,150,1800,1710.0,1000,710.0,2025-02,Low (1-10%)
O04919,2025-02-18,C1758,South,Pen Set,Stationery,250,110,3,0.0,150,750,750.0,480,270.0,2025-02,None
O05057,2025-02-18,C2379,South,Backpack,Accessories,1800,850,2,0.05,40,3600,3420.0,1740,1680.0,2025-02,Low (1-10%)
O05318,2025-02-18,C1410,East,Laptop,Electronics,50000,41000,2,0.1,150,100000,90000.0,82150,7850.0,2025-02,Low (1-10%)
O05586,2025-02-18,C0827,South,Notebook,Stationery,150,65,2,0.1,100,300,270.0,230,40.0,2025-02,Low (1-10%)
O05820,2025-02-18,C0587,South,Desk,Furniture,9000,6300,4,0.2,150,36000,28800.0,25350,3450.0,2025-02,High (>10%)
O00575,2025-02-19,C0527,North,Laptop,Electronics,50000,41000,1,0.1,70,50000,45000.0,41070,3930.0,2025-02,Low (1-10%)
O00601,2025-02-19,C2043,South,Desk,Furniture,9000,6300,2,0.3,40,18000,12600.0,12640,-40.0,2025-02,High (>10%)
O00738,2025-02-19,C1384,North,Keyboard,Electronics,1800,1000,2,0.1,150,3600,3240.0,2150,1090.0,2025-02,Low (1-10%)
O01089,2025-02-19,C1670,North,Notebook,Stationery,150,65,4,0.0,100,600,600.0,360,240.0,2025-02,None
O02086,2025-02-19,C0214,West,Notebook,Stationery,150,65,1,0.1,100,150,135.0,165,-30.0,2025-02,Low (1-10%)
O02131,2025-02-19,C0314,North,Notebook,Stationery,150,65,1,0.05,70,150,142.5,135,7.5,2025-02,Low (1-10%)
O02485,2025-02-19,C1158,North,Keyboard,Electronics,1800,1000,3,0.2,70,5400,4320.0,3070,1250.0,2025-02,High (>10%)
O03234,2025-02-19,C0735,North,Laptop,Electronics,50000,41000,3,0.05,70,150000,142500.0,123070,19430.0,2025-02,Low (1-10%)
O03578,2025-02-19,C1352,West,Pen Set,Stationery,250,110,3,0.1,150,750,675.0,480,195.0,2025-02,Low (1-10%)
O03579,2025-02-19,C2461,North,Backpack,Accessories,1800,850,1,0.1,40,1800,1620.0,890,730.0,2025-02,Low (1-10%)
O03698,2025-02-19,C0538,East,Office Chair,Furniture,6500,4300,1,0.0,150,6500,6500.0,4450,2050.0,2025-02,None
O05099,2025-02-19,C1848,West,Backpack,Accessories,1800,850,1,0.1,40,1800,1620.0,890,730.0,2025-02,Low (1-10%)
O05465,2025-02-19,C1478,East,Headphones,Electronics,2500,1350,1,0.05,40,2500,2375.0,1390,985.0,2025-02,Low (1-10%)
O05815,2025-02-19,C0200,North,Desk,Furniture,9000,6300,3,0.1,40,27000,24300.0,18940,5360.0,2025-02,Low (1-10%)
O05963,2025-02-19,C2141,North,Pen Set,Stationery,250,110,2,0.1,40,500,450.0,260,190.0,2025-02,Low (1-10%)
O00125,2025-02-20,C0705,West,Pen Set,Stationery,250,110,3,0.1,100,750,675.0,430,245.0,2025-02,Low (1-10%)
O00450,2025-02-20,C1275,South,Keyboard,Electronics,1800,1000,3,0.05,100,5400,5130.0,3100,2030.0,2025-02,Low (1-10%)
O00695,2025-02-20,C1050,South,Laptop,Electronics,50000,41000,1,0.05,100,50000,47500.0,41100,6400.0,2025-02,Low (1-10%)
O00763,2025-02-20,C0344,East,Backpack,Accessories,1800,850,1,0.1,100,1800,1620.0,950,670.0,2025-02,Low (1-10%)
O00782,2025-02-20,C0342,South,Notebook,Stationery,150,65,2,0.3,70,300,210.0,200,10.0,2025-02,High (>10%)
O01624,2025-02-20,C0715,South,Laptop,Electronics,50000,41000,3,0.0,40,150000,150000.0,123040,26960.0,2025-02,None
O01858,2025-02-20,C0773,East,Desk,Furniture,9000,6300,2,0.2,40,18000,14400.0,12640,1760.0,2025-02,High (>10%)
O01956,2025-02-20,C0492,West,Office Chair,Furniture,6500,4300,4,0.3,40,26000,18200.0,17240,960.0,2025-02,High (>10%)
O02856,2025-02-20,C0404,South,Laptop,Electronics,50000,41000,1,0.1,70,50000,45000.0,41070,3930.0,2025-02,Low (1-10%)
O03694,2025-02-20,C1268,North,Keyboard,Electronics,1800,1000,2,0.2,70,3600,2880.0,2070,810.0,2025-02,High (>10%)
O04454,2025-02-20,C1746,South,Notebook,Stationery,150,65,2,0.05,150,300,285.0,280,5.0,2025-02,Low (1-10%)
O04482,2025-02-20,C0148,North,Keyboard,Electronics,1800,1000,1,0.05,70,1800,1710.0,1070,640.0,2025-02,Low (1-10%)
O05055,2025-02-20,C0619,South,Laptop,Electronics,50000,41000,4,0.05,150,200000,190000.0,164150,25850.0,2025-02,Low (1-10%)
O05806,2025-02-20,C1960,East,Headphones,Electronics,2500,1350,4,0.05,40,10000,9500.0,5440,4060.0,2025-02,Low (1-10%)
O05845,2025-02-20,C0690,North,Pen Set,Stationery,250,110,4,0.0,40,1000,1000.0,480,520.0,2025-02,None
O05935,2025-02-20,C1043,West,Pen Set,Stationery,250,110,2,0.05,70,500,475.0,290,185.0,2025-02,Low (1-10%)
O00052,2025-02-21,C2178,South,Headphones,Electronics,2500,1350,3,0.0,70,7500,7500.0,4120,3380.0,2025-02,None
O00540,2025-02-21,C0071,North,Laptop,Electronics,50000,41000,1,0.0,100,50000,50000.0,41100,8900.0,2025-02,None
O00557,2025-02-21,C0479,South,Notebook,Stationery,150,65,3,0.1,150,450,405.0,345,60.0,2025-02,Low (1-10%)
O00647,2025-02-21,C0696,South,Office Chair,Furniture,6500,4300,2,0.05,70,13000,12350.0,8670,3680.0,2025-02,Low (1-10%)
O01144,2025-02-21,C1332,North,Pen Set,Stationery,250,110,4,0.2,40,1000,800.0,480,320.0,2025-02,High (>10%)
O01153,2025-02-21,C0496,North,Office Chair,Furniture,6500,4300,3,0.0,70,19500,19500.0,12970,6530.0,2025-02,None
O01741,2025-02-21,C1313,West,Office Chair,Furniture,6500,4300,2,0.05,70,13000,12350.0,8670,3680.0,2025-02,Low (1-10%)
O01782,2025-02-21,C1556,East,Keyboard,Electronics,1800,1000,2,0.1,40,3600,3240.0,2040,1200.0,2025-02,Low (1-10%)
O02267,2025-02-21,C2462,South,Notebook,Stationery,150,65,3,0.0,100,450,450.0,295,155.0,2025-02,None
O03078,2025-02-21,C0324,West,Pen Set,Stationery,250,110,2,0.0,70,500,500.0,290,210.0,2025-02,None
O03352,2025-02-21,C1322,South,Backpack,Accessories,1800,850,4,0.1,70,7200,6480.0,3470,3010.0,2025-02,Low (1-10%)
O03809,2025-02-21,C1252,West,Desk,Furniture,9000,6300,4,0.1,100,36000,32400.0,25300,7100.0,2025-02,Low (1-10%)
O04425,2025-02-21,C1888,South,Keyboard,Electronics,1800,1000,3,0.2,150,5400,4320.0,3150,1170.0,2025-02,High (>10%)
O04539,2025-02-21,C2051,North,Pen Set,Stationery,250,110,2,0.2,40,500,400.0,260,140.0,2025-02,High (>10%)
O04726,2025-02-21,C1212,West,Office Chair,Furniture,6500,4300,1,0.1,70,6500,5850.0,4370,1480.0,2025-02,Low (1-10%)
O04936,2025-02-21,C1258,South,Desk,Furniture,9000,6300,2,0.05,100,18000,17100.0,12700,4400.0,2025-02,Low (1-10%)
O05795,2025-02-21,C1406,South,Office Chair,Furniture,6500,4300,1,0.05,70,6500,6175.0,4370,1805.0,2025-02,Low (1-10%)
O00137,2025-02-22,C0060,South,Desk,Furniture,9000,6300,2,0.05,100,18000,17100.0,12700,4400.0,2025-02,Low (1-10%)
O00326,2025-02-22,C0853,South,Headphones,Electronics,2500,1350,3,0.1,40,7500,6750.0,4090,2660.0,2025-02,Low (1-10%)
O00377,2025-02-22,C1770,West,Notebook,Stationery,150,65,3,0.1,150,450,405.0,345,60.0,2025-02,Low (1-10%)
O00378,2025-02-22,C1558,North,Notebook,Stationery,150,65,1,0.05,150,150,142.5,215,-72.5,2025-02,Low (1-10%)
O00779,2025-02-22,C0984,East,Keyboard,Electronics,1800,1000,1,0.0,70,1800,1800.0,1070,730.0,2025-02,None
O01214,2025-02-22,C2165,South,Pen Set,Stationery,250,110,1,0.05,150,250,237.5,260,-22.5,2025-02,Low (1-10%)
O01259,2025-02-22,C0940,South,Desk,Furniture,9000,6300,2,0.3,100,18000,12600.0,12700,-100.0,2025-02,High (>10%)
O01715,2025-02-22,C0450,East,Notebook,Stationery,150,65,1,0.0,70,150,150.0,135,15.0,2025-02,None
O01757,2025-02-22,C1811,West,Keyboard,Electronics,1800,1000,4,0.0,70,7200,7200.0,4070,3130.0,2025-02,None
O01802,2025-02-22,C0901,North,Office Chair,Furniture,6500,4300,1,0.1,70,6500,5850.0,4370,1480.0,2025-02,Low (1-10%)
O01940,2025-02-22,C1419,West,Headphones,Electronics,2500,1350,3,0.05,70,7500,7125.0,4120,3005.0,2025-02,Low (1-10%)
O01944,2025-02-22,C0904,South,Laptop,Electronics,50000,41000,3,0.05,70,150000,142500.0,123070,19430.0,2025-02,Low (1-10%)
O02269,2025-02-22,C0064,North,Laptop,Electronics,50000,41000,3,0.0,100,150000,150000.0,123100,26900.0,2025-02,None
O02857,2025-02-22,C0774,North,Desk,Furniture,9000,6300,1,0.0,40,9000,9000.0,6340,2660.0,2025-02,None
O03089,2025-02-22,C1195,North,Headphones,Electronics,2500,1350,2,0.3,70,5000,3500.0,2770,730.0,2025-02,High (>10%)
O04128,2025-02-22,C1890,East,Laptop,Electronics,50000,41000,3,0.0,70,150000,150000.0,123070,26930.0,2025-02,None
O04933,2025-02-22,C0055,South,Backpack,Accessories,1800,850,3,0.1,40,5400,4860.0,2590,2270.0,2025-02,Low (1-10%)
O04976,2025-02-22,C0159,West,Pen Set,Stationery,250,110,2,0.1,100,500,450.0,320,130.0,2025-02,Low (1-10%)
O05514,2025-02-22,C0675,East,Pen Set,Stationery,250,110,2,0.0,40,500,500.0,260,240.0,2025-02,None
O00297,2025-02-23,C1834,North,Pen Set,Stationery,250,110,2,0.0,70,500,500.0,290,210.0,2025-02,None
O00375,2025-02-23,C0325,South,Backpack,Accessories,1800,850,4,0.0,100,7200,7200.0,3500,3700.0,2025-02,None
O00430,2025-02-23,C0620,West,Notebook,Stationery,150,65,2,0.1,100,300,270.0,230,40.0,2025-02,Low (1-10%)
O01107,2025-02-23,C2315,South,Headphones,Electronics,2500,1350,4,0.1,150,10000,9000.0,5550,3450.0,2025-02,Low (1-10%)
O01247,2025-02-23,C0036,North,Pen Set,Stationery,250,110,3,0.0,100,750,750.0,430,320.0,2025-02,None
O01637,2025-02-23,C0309,West,Headphones,Electronics,2500,1350,3,0.1,70,7500,6750.0,4120,2630.0,2025-02,Low (1-10%)
O02738,2025-02-23,C2285,West,Headphones,Electronics,2500,1350,2,0.05,70,5000,4750.0,2770,1980.0,2025-02,Low (1-10%)
O02779,2025-02-23,C1248,South,Office Chair,Furniture,6500,4300,3,0.05,40,19500,18525.0,12940,5585.0,2025-02,Low (1-10%)
O04303,2025-02-23,C0551,West,Headphones,Electronics,2500,1350,3,0.0,100,7500,7500.0,4150,3350.0,2025-02,None
O04650,2025-02-23,C2168,South,Keyboard,Electronics,1800,1000,2,0.0,150,3600,3600.0,2150,1450.0,2025-02,None
O04652,2025-02-23,C0536,North,Backpack,Accessories,1800,850,3,0.05,70,5400,5130.0,2620,2510.0,2025-02,Low (1-10%)
O04659,2025-02-23,C1929,East,Office Chair,Furniture,6500,4300,2,0.1,150,13000,11700.0,8750,2950.0,2025-02,Low (1-10%)
O04742,2025-02-23,C1055,South,Office Chair,Furniture,6500,4300,2,0.05,100,13000,12350.0,8700,3650.0,2025-02,Low (1-10%)
O04808,2025-02-23,C2086,South,Backpack,Accessories,1800,850,1,0.2,70,1800,1440.0,920,520.0,2025-02,High (>10%)
O04838,2025-02-23,C0835,South,Laptop,Electronics,50000,41000,1,0.0,100,50000,50000.0,41100,8900.0,2025-02,None
O04859,2025-02-23,C1448,South,Keyboard,Electronics,1800,1000,3,0.2,150,5400,4320.0,3150,1170.0,2025-02,High (>10%)
O05038,2025-02-23,C1377,South,Desk,Furniture,9000,6300,2,0.1,150,18000,16200.0,12750,3450.0,2025-02,Low (1-10%)
O05886,2025-02-23,C0173,East,Pen Set,Stationery,250,110,1,0.05,40,250,237.5,150,87.5,2025-02,Low (1-10%)
O00069,2025-02-24,C2288,East,Laptop,Electronics,50000,41000,4,0.3,100,200000,140000.0,164100,-24100.0,2025-02,High (>10%)
O00891,2025-02-24,C0046,South,Laptop,Electronics,50000,41000,4,0.0,150,200000,200000.0,164150,35850.0,2025-02,None
O01447,2025-02-24,C0177,West,Backpack,Accessories,1800,850,4,0.0,40,7200,7200.0,3440,3760.0,2025-02,None
O02195,2025-02-24,C0712,East,Notebook,Stationery,150,65,3,0.1,40,450,405.0,235,170.0,2025-02,Low (1-10%)
O02504,2025-02-24,C1285,East,Laptop,Electronics,50000,41000,3,0.3,100,150000,105000.0,123100,-18100.0,2025-02,High (>10%)
O02828,2025-02-24,C1488,North,Backpack,Accessories,1800,850,4,0.2,150,7200,5760.0,3550,2210.0,2025-02,High (>10%)
O02914,2025-02-24,C1828,North,Headphones,Electronics,2500,1350,4,0.2,150,10000,8000.0,5550,2450.0,2025-02,High (>10%)
O03440,2025-02-24,C1095,South,Pen Set,Stationery,250,110,2,0.05,150,500,475.0,370,105.0,2025-02,Low (1-10%)
O03762,2025-02-24,C0684,South,Desk,Furniture,9000,6300,1,0.3,150,9000,6300.0,6450,-150.0,2025-02,High (>10%)
O04156,2025-02-24,C0607,West,Headphones,Electronics,2500,1350,4,0.0,70,10000,10000.0,5470,4530.0,2025-02,None
O05120,2025-02-24,C2187,North,Laptop,Electronics,50000,41000,3,0.0,100,150000,150000.0,123100,26900.0,2025-02,None
O05142,2025-02-24,C1570,North,Laptop,Electronics,50000,41000,2,0.1,70,100000,90000.0,82070,7930.0,2025-02,Low (1-10%)
O05233,2025-02-24,C1900,West,Keyboard,Electronics,1800,1000,1,0.3,40,1800,1260.0,1040,220.0,2025-02,High (>10%)
O05267,2025-02-24,C2312,West,Desk,Furniture,9000,6300,2,0.1,150,18000,16200.0,12750,3450.0,2025-02,Low (1-10%)
O05689,2025-02-24,C0823,East,Pen Set,Stationery,250,110,4,0.3,150,1000,700.0,590,110.0,2025-02,High (>10%)
O00116,2025-02-25,C1427,West,Desk,Furniture,9000,6300,4,0.0,40,36000,36000.0,25240,10760.0,2025-02,None
O00233,2025-02-25,C1182,South,Laptop,Electronics,50000,41000,1,0.2,100,50000,40000.0,41100,-1100.0,2025-02,High (>10%)
O00871,2025-02-25,C1610,North,Office Chair,Furniture,6500,4300,1,0.05,70,6500,6175.0,4370,1805.0,2025-02,Low (1-10%)
O01412,2025-02-25,C1236,North,Desk,Furniture,9000,6300,1,0.0,40,9000,9000.0,6340,2660.0,2025-02,None
O01521,2025-02-25,C2421,West,Pen Set,Stationery,250,110,2,0.0,40,500,500.0,260,240.0,2025-02,None
O02016,2025-02-25,C0135,South,Keyboard,Electronics,1800,1000,1,0.0,150,1800,1800.0,1150,650.0,2025-02,None
O02177,2025-02-25,C0292,South,Laptop,Electronics,50000,41000,1,0.1,150,50000,45000.0,41150,3850.0,2025-02,Low (1-10%)
O02189,2025-02-25,C2278,North,Office Chair,Furniture,6500,4300,2,0.1,100,13000,11700.0,8700,3000.0,2025-02,Low (1-10%)
O02252,2025-02-25,C2495,West,Desk,Furniture,9000,6300,4,0.3,40,36000,25200.0,25240,-40.0,2025-02,High (>10%)
O02448,2025-02-25,C0340,North,Notebook,Stationery,150,65,4,0.0,40,600,600.0,300,300.0,2025-02,None
O02505,2025-02-25,C0732,West,Laptop,Electronics,50000,41000,3,0.2,100,150000,120000.0,123100,-3100.0,2025-02,High (>10%)
O02885,2025-02-25,C2135,South,Keyboard,Electronics,1800,1000,1,0.1,70,1800,1620.0,1070,550.0,2025-02,Low (1-10%)
O02932,2025-02-25,C0009,South,Notebook,Stationery,150,65,4,0.2,70,600,480.0,330,150.0,2025-02,High (>10%)
O03221,2025-02-25,C1069,East,Notebook,Stationery,150,65,3,0.0,150,450,450.0,345,105.0,2025-02,None
O03263,2025-02-25,C1426,South,Notebook,Stationery,150,65,1,0.0,100,150,150.0,165,-15.0,2025-02,None
O04084,2025-02-25,C1027,East,Pen Set,Stationery,250,110,4,0.05,70,1000,950.0,510,440.0,2025-02,Low (1-10%)
O04091,2025-02-25,C1943,South,Notebook,Stationery,150,65,2,0.1,100,300,270.0,230,40.0,2025-02,Low (1-10%)
O05461,2025-02-25,C0277,East,Backpack,Accessories,1800,850,2,0.05,100,3600,3420.0,1800,1620.0,2025-02,Low (1-10%)
O00398,2025-02-26,C1150,West,Headphones,Electronics,2500,1350,1,0.05,40,2500,2375.0,1390,985.0,2025-02,Low (1-10%)
O00850,2025-02-26,C0201,North,Desk,Furniture,9000,6300,3,0.0,70,27000,27000.0,18970,8030.0,2025-02,None
O01056,2025-02-26,C0066,North,Backpack,Accessories,1800,850,4,0.1,100,7200,6480.0,3500,2980.0,2025-02,Low (1-10%)
O01078,2025-02-26,C1265,North,Headphones,Electronics,2500,1350,3,0.1,70,7500,6750.0,4120,2630.0,2025-02,Low (1-10%)
O01159,2025-02-26,C0035,South,Office Chair,Furniture,6500,4300,2,0.0,40,13000,13000.0,8640,4360.0,2025-02,None
O01588,2025-02-26,C1455,West,Laptop,Electronics,50000,41000,1,0.0,150,50000,50000.0,41150,8850.0,2025-02,None
O01755,2025-02-26,C2247,East,Notebook,Stationery,150,65,4,0.05,70,600,570.0,330,240.0,2025-02,Low (1-10%)
O02776,2025-02-26,C0322,North,Keyboard,Electronics,1800,1000,2,0.2,150,3600,2880.0,2150,730.0,2025-02,High (>10%)
O03111,2025-02-26,C2191,South,Desk,Furniture,9000,6300,2,0.0,70,18000,18000.0,12670,5330.0,2025-02,None
O03320,2025-02-26,C1378,West,Laptop,Electronics,50000,41000,2,0.3,150,100000,70000.0,82150,-12150.0,2025-02,High (>10%)
O03680,2025-02-26,C0819,South,Notebook,Stationery,150,65,4,0.05,70,600,570.0,330,240.0,2025-02,Low (1-10%)
